Date,QQQ_close,QQQ_asset_return,QQQ_base_signal,QQQ_w_mr,QQQ_w_final,QQQ_ytd_return,QQQ_five_year_cagr,QQQ_expected_ytd,QQQ_gap,QQQ_base_position,QQQ_overlay_position,QQQ_base_return,QQQ_overlay_return,QQQ_base_equity,QQQ_overlay_equity,QQQ_beta,QQQ_band,QQQ_w_ladder,QQQ_ladder_adjustment,QQQ_ladder_position,QQQ_ladder_return,QQQ_ladder_equity,QQQ_start_threshold,QQQ_step_size,QQQ_position_step,QQQ_max_adjustment,QQQ_base_zero_cap,SPY_close,SPY_asset_return,SPY_base_signal,SPY_w_mr,SPY_w_final,SPY_ytd_return,SPY_five_year_cagr,SPY_expected_ytd,SPY_gap,SPY_base_position,SPY_overlay_position,SPY_base_return,SPY_overlay_return,SPY_base_equity,SPY_overlay_equity,SPY_beta,SPY_band,SPY_w_ladder,SPY_ladder_adjustment,SPY_ladder_position,SPY_ladder_return,SPY_ladder_equity,SPY_start_threshold,SPY_step_size,SPY_position_step,SPY_max_adjustment,SPY_base_zero_cap,Portfolio_config_weights_continuous_QQQ_weight,Portfolio_config_weights_continuous_QQQ_asset_return,Portfolio_config_weights_continuous_QQQ_base_position,Portfolio_config_weights_continuous_QQQ_overlay_position,Portfolio_config_weights_continuous_SPY_weight,Portfolio_config_weights_continuous_SPY_asset_return,Portfolio_config_weights_continuous_SPY_base_position,Portfolio_config_weights_continuous_SPY_overlay_position,Portfolio_config_weights_continuous_base_return,Portfolio_config_weights_continuous_overlay_return,Portfolio_config_weights_continuous_base_position,Portfolio_config_weights_continuous_overlay_position,Portfolio_config_weights_continuous_base_turnover_change,Portfolio_config_weights_continuous_overlay_turnover_change,Portfolio_config_weights_continuous_base_equity,Portfolio_config_weights_continuous_overlay_equity,Portfolio_config_weights_ladder_QQQ_weight,Portfolio_config_weights_ladder_QQQ_asset_return,Portfolio_config_weights_ladder_QQQ_base_position,Portfolio_config_weights_ladder_QQQ_overlay_position,Portfolio_config_weights_ladder_SPY_weight,Portfolio_config_weights_ladder_SPY_asset_return,Portfolio_config_weights_ladder_SPY_base_position,Portfolio_config_weights_ladder_SPY_overlay_position,Portfolio_config_weights_ladder_base_return,Portfolio_config_weights_ladder_overlay_return,Portfolio_config_weights_ladder_base_position,Portfolio_config_weights_ladder_overlay_position,Portfolio_config_weights_ladder_base_turnover_change,Portfolio_config_weights_ladder_overlay_turnover_change,Portfolio_config_weights_ladder_base_equity,Portfolio_config_weights_ladder_overlay_equity,Portfolio_equal_weight_full_capital_continuous_QQQ_weight,Portfolio_equal_weight_full_capital_continuous_QQQ_asset_return,Portfolio_equal_weight_full_capital_continuous_QQQ_base_position,Portfolio_equal_weight_full_capital_continuous_QQQ_overlay_position,Portfolio_equal_weight_full_capital_continuous_SPY_weight,Portfolio_equal_weight_full_capital_continuous_SPY_asset_return,Portfolio_equal_weight_full_capital_continuous_SPY_base_position,Portfolio_equal_weight_full_capital_continuous_SPY_overlay_position,Portfolio_equal_weight_full_capital_continuous_base_return,Portfolio_equal_weight_full_capital_continuous_overlay_return,Portfolio_equal_weight_full_capital_continuous_base_position,Portfolio_equal_weight_full_capital_continuous_overlay_position,Portfolio_equal_weight_full_capital_continuous_base_turnover_change,Portfolio_equal_weight_full_capital_continuous_overlay_turnover_change,Portfolio_equal_weight_full_capital_continuous_base_equity,Portfolio_equal_weight_full_capital_continuous_overlay_equity,Portfolio_equal_weight_full_capital_ladder_QQQ_weight,Portfolio_equal_weight_full_capital_ladder_QQQ_asset_return,Portfolio_equal_weight_full_capital_ladder_QQQ_base_position,Portfolio_equal_weight_full_capital_ladder_QQQ_overlay_position,Portfolio_equal_weight_full_capital_ladder_SPY_weight,Portfolio_equal_weight_full_capital_ladder_SPY_asset_return,Portfolio_equal_weight_full_capital_ladder_SPY_base_position,Portfolio_equal_weight_full_capital_ladder_SPY_overlay_position,Portfolio_equal_weight_full_capital_ladder_base_return,Portfolio_equal_weight_full_capital_ladder_overlay_return,Portfolio_equal_weight_full_capital_ladder_base_position,Portfolio_equal_weight_full_capital_ladder_overlay_position,Portfolio_equal_weight_full_capital_ladder_base_turnover_change,Portfolio_equal_weight_full_capital_ladder_overlay_turnover_change,Portfolio_equal_weight_full_capital_ladder_base_equity,Portfolio_equal_weight_full_capital_ladder_overlay_equity
2008-01-31,45.130001068115234,-0.11889886777523762,0.01929853798953374,0.8992806480597292,0.19529496000357285,-0.11889886777523762,0.1601571156889563,0.012456564725841224,-0.13135543250107884,0.29284216705229105,0.2909282697749034,-0.034818602099364396,-0.034591041880044894,96518.13979006356,96540.8958119955,0.2,0.12,0.06929853798953374,0.05,0.29284216705229105,-0.034818602099364396,96518.13979006356,0.1,0.05,0.05,0.2,0.15,137.3699951171875,-0.06046105731996565,0.03309781656646787,0.8484983743675527,0.19617792812668486,-0.06046105731996565,0.10629808406120489,0.008453815225781147,-0.0689148725457468,0.36524686543228563,0.4583507393032277,-0.0220832116668392,-0.027712370321661083,97791.67883331608,97228.7629678339,0.2,0.08,0.03309781656646787,0.0,0.36524686543228563,-0.0220832116668392,97791.67883331608,0.1,0.05,0.05,0.2,0.15,0.2125,-0.11889886777523762,0.29284216705229105,0.2909282697749034,0.2125,-0.06046105731996565,0.36524686543228563,0.4583507393032277,-0.012091635425318263,-0.01323947509286252,0.13984391940297253,0.15922178942910287,0.13984391940297253,0.15922178942910287,98790.83645746818,98676.05249071374,0.2125,-0.11889886777523762,0.29284216705229105,0.29284216705229105,0.2125,-0.06046105731996565,0.36524686543228563,0.36524686543228563,-0.012091635425318263,-0.012091635425318263,0.13984391940297253,0.13984391940297253,0.13984391940297253,0.13984391940297253,98790.83645746818,98790.83645746818,0.5,-0.11889886777523762,0.29284216705229105,0.2909282697749034,0.5,-0.06046105731996565,0.36524686543228563,0.4583507393032277,-0.028450906883101798,-0.031151706100852987,0.32904451624228837,0.3746395045390656,0.32904451624228837,0.3746395045390656,97154.90931168981,96884.82938991471,0.5,-0.11889886777523762,0.29284216705229105,0.29284216705229105,0.5,-0.06046105731996565,0.36524686543228563,0.36524686543228563,-0.028450906883101798,-0.028450906883101798,0.32904451624228837,0.32904451624228837,0.32904451624228837,0.32904451624228837,97154.90931168981,97154.90931168981
2008-02-29,42.95000076293945,-0.04830490258321696,0.0,0.954141430099706,0.1908282860199412,-0.16146037213331688,0.13050588261090246,0.020654616894437927,-0.1821149890277548,0.01929853798953374,0.19529496000357285,-0.000932213997582939,-0.009433704017965838,96428.16422913059,95630.15757527587,0.2,0.12,0.1,0.1,0.06929853798953374,-0.003347459126743787,96195.04926212698,0.1,0.05,0.05,0.2,0.15,133.82000732421875,-0.02584252689199218,0.012174936485581263,0.9249284983607742,0.19472564886061985,-0.08474111771224835,0.09803987246681856,0.01570989912310017,-0.10045101683534852,0.03309781656646787,0.19617792812668486,-0.0008553312146851701,-0.005069733383229163,97708.03455787347,96735.8390624058,0.2,0.08,0.06217493648558127,0.05,0.03309781656646787,-0.0008553312146851701,97708.03455787347,0.1,0.05,0.05,0.2,0.15,0.2125,-0.04830490258321696,0.01929853798953374,0.19529496000357285,0.2125,-0.02584252689199218,0.03309781656646787,0.19617792812668486,-0.0003798533576069732,-0.0030819804477539374,0.011134225343150343,0.08318798872767977,0.1287096940598222,0.0760338007014231,98753.31042653901,98371.93482627581,0.2125,-0.04830490258321696,0.01929853798953374,0.06929853798953374,0.2125,-0.02584252689199218,0.03309781656646787,0.03309781656646787,-0.0003798533576069732,-0.0008930929475536533,0.011134225343150343,0.02175922534315034,0.1287096940598222,0.11808469405982219,98753.31042653901,98702.60705814509,0.5,-0.04830490258321696,0.01929853798953374,0.19529496000357285,0.5,-0.02584252689199218,0.03309781656646787,0.19617792812668486,-0.0008937726061340545,-0.007251718700597501,0.026198177278000806,0.19573644406512886,0.30284633896428753,0.17890306047393673,97068.0749151956,96182.24786082367,0.5,-0.04830490258321696,0.01929853798953374,0.06929853798953374,0.5,-0.02584252689199218,0.03309781656646787,0.03309781656646787,-0.0008937726061340545,-0.0021013951707144784,0.026198177278000806,0.0511981772780008,0.30284633896428753,0.27784633896428756,97068.0749151956,96950.74845445104
2008-03-31,43.720001220703125,0.0179278333896582,0.00305090594078163,0.9474553003847836,0.19193178482958204,-0.146427173394297,0.1128855625398717,0.027099758458653422,-0.17352693185295043,0.0,0.1908282860199412,0.0,0.0034211377177995467,96428.16422913059,95957.32151431576,0.2,0.12,0.10305090594078163,0.1,0.1,0.0017927833389658199,96367.50614373511,0.1,0.05,0.05,0.2,0.15,131.97000122070312,-0.01382458528068553,0.008418172425831873,0.9530306249068987,0.19734066292204525,-0.09739419218434031,0.09527372736687334,0.02301185752907653,-0.12040604971341684,0.012174936485581263,0.19472564886061985,-0.00016831344773184795,-0.0026920013390104645,97691.58898170594,96475.4260541195,0.2,0.08,0.058418172425831874,0.05,0.06217493648558127,-0.0008595427117661246,97624.05032888826,0.1,0.05,0.05,0.2,0.15,0.2125,0.0179278333896582,0.0,0.1908282860199412,0.2125,-0.01382458528068553,0.012174936485581263,0.19472564886061985,-3.5766607643017686e-05,0.00015494148049267995,0.0025871740031860185,0.08193021116211922,0.008547051339964324,0.0012577775655605397,98749.77835563154,98387.17671949673,0.2125,0.0179278333896582,0.0,0.1,0.2125,-0.01382458528068553,0.012174936485581263,0.06217493648558127,-3.5766607643017686e-05,0.00019831363327993526,0.0025871740031860185,0.03446217400318602,0.008547051339964324,0.01270294866003568,98749.77835563154,98722.18113076499,0.5,0.0179278333896582,0.0,0.1908282860199412,0.5,-0.01382458528068553,0.012174936485581263,0.19472564886061985,-8.415672386592397e-05,0.0003645681893945411,0.006087468242790632,0.19277696744028053,0.020110709035210173,0.0029594766248483284,97059.90598401874,96217.31284877818,0.5,0.0179278333896582,0.0,0.1,0.5,-0.01382458528068553,0.012174936485581263,0.06217493648558127,-8.415672386592397e-05,0.00046662031359984764,0.006087468242790632,0.08108746824279064,0.020110709035210173,0.029889290964789834,97059.90598401874,96995.98764309859
2008-04-30,47.209999084472656,0.07982611542373164,0.4015866447754734,0.8728178266900148,0.49583288115838176,-0.07828977041510932,0.11605026927912099,0.037276611477295774,-0.11556638189240509,0.00305090594078163,0.19193178482958204,0.00024354196977578296,0.01532116880928904,96451.64853418882,97427.49983572382,0.2,0.12,0.4515866447754734,0.05,0.10305090594078163,0.008226153512148946,97160.24004285641,0.1,0.05,0.05,0.2,0.15,138.25999450683594,0.04766229618815876,0.08786178837940188,0.8917429947144349,0.2486380296464085,-0.05437392683107811,0.09264065168045432,0.0299728687610874,-0.08434679559216551,0.008418172425831873,0.19734066292204525,0.0004012294275229897,0.00940570912615812,97730.78572202688,97382.84584940672,0.2,0.08,0.08786178837940188,0.0,0.058418172425831874,0.002784344236930928,97895.86929080734,0.1,0.05,0.05,0.2,0.15,0.2125,0.07982611542373164,0.00305090594078163,0.19193178482958204,0.2125,0.04766229618815876,0.008418172425831873,0.19734066292204525,0.00013701392192598917,0.0052544615612825215,0.002437179152905369,0.0827203951472208,0.0014466298751128418,0.0007901839851015731,98763.30845005336,98904.14835769245,0.2125,0.07982611542373164,0.00305090594078163,0.10305090594078163,0.2125,0.04766229618815876,0.008418172425831873,0.058418172425831874,0.00013701392192598917,0.002339730771679473,0.002437179152905369,0.03431217915290537,0.0014466298751128418,0.001446629875112842,98763.30845005336,98953.16445580396,0.5,0.07982611542373164,0.00305090594078163,0.19193178482958204,0.5,0.04766229618815876,0.008418172425831873,0.19734066292204525,0.0003223856986493863,0.01236343896772358,0.005734539183306752,0.19463622387581364,0.0034038350002655103,0.0018592564355331131,97091.19670962026,97406.88972382242,0.5,0.07982611542373164,0.00305090594078163,0.10305090594078163,0.5,0.04766229618815876,0.008418172425831873,0.058418172425831874,0.0003223856986493863,0.005505248874539937,0.005734539183306752,0.08073453918330675,0.0034038350002655103,0.0034038350002655107,97091.19670962026,97529.97469490566
2008-05-31,50.0099983215332,0.059309453322600625,0.8608052757013811,0.7620791299456351,0.841060046550232,-0.02362364057658084,0.11454684346338295,0.04622309476800801,-0.06984673534458885,0.4015866447754734,0.49583288115838176,0.02381788436329074,0.029407577120873624,98748.92274562489,100292.60655083678,0.2,0.12,0.8608052757013811,0.0,0.4515866447754734,0.02678335702942077,99762.51744098845,0.1,0.05,0.05,0.2,0.15,140.35000610351562,0.015116531749727047,0.22160150693817837,0.8661457244816769,0.3505103504468781,-0.040079340272650255,0.08509247167865874,0.034612717943894644,-0.0746920582165449,0.08786178837940188,0.2486380296464085,0.0013281655136250274,0.0037585446693395087,97860.58838124236,97748.86362555913,0.2,0.08,0.22160150693817837,0.0,0.08786178837940188,0.0013281655136250274,98025.89120832575,0.1,0.05,0.05,0.2,0.15,0.2125,0.059309453322600625,0.4015866447754734,0.49583288115838176,0.2125,0.015116531749727047,0.08786178837940188,0.2486380296464085,0.0053435355988446,0.00704780088042029,0.104007792045411,0.15820006854601792,0.10157061289250563,0.07547967339879712,99291.0537046159,99601.205101565,0.2125,0.059309453322600625,0.4015866447754734,0.4515866447754734,0.2125,0.015116531749727047,0.08786178837940188,0.08786178837940188,0.0053435355988446,0.005973698540397232,0.104007792045411,0.11463279204541099,0.10157061289250563,0.08032061289250562,99291.0537046159,99544.28082988129,0.5,0.059309453322600625,0.4015866447754734,0.49583288115838176,0.5,0.015116531749727047,0.08786178837940188,0.2486380296464085,0.012573024938457883,0.016583060895106565,0.24472421657743765,0.3722354554023951,0.2389896773941309,0.17759923152658147,98311.92674715503,99022.19410771549,0.5,0.059309453322600625,0.4015866447754734,0.4515866447754734,0.5,0.015116531749727047,0.08786178837940188,0.08786178837940188,0.012573024938457883,0.014055761271522898,0.24472421657743765,0.2697242165774376,0.2389896773941309,0.18898967739413086,98311.92674715503,98900.83273603492
2008-06-30,45.16999816894531,-0.0967806501705859,0.003779902384510391,0.9455665714123689,0.1921372361900821,-0.11811797945276892,0.10916782936569591,0.05317037053161333,-0.17128834998438225,0.8608052757013811,0.841060046550232,-0.08330929425265012,-0.0813983381376347,90522.21968347741,92128.95505010702,0.2,0.12,0.1037799023845104,0.1,0.8608052757013811,-0.08330929425265012,91451.37252011201,0.1,0.05,0.05,0.2,0.15,127.9800033569336,-0.08813681659164652,0.0069139588708043076,0.9830313338421399,0.20213743386507144,-0.1246836914015721,0.07679474448433998,0.03768720936722536,-0.16237090076879745,0.22160150693817837,0.3505103504468781,-0.01953125137344271,-0.030892866470810243,95949.24863001531,94729.12103390129,0.2,0.08,0.10691395887080431,0.1,0.22160150693817837,-0.01953125137344271,96111.32288603019,0.1,0.05,0.05,0.2,0.15,0.2125,-0.0967806501705859,0.8608052757013811,0.841060046550232,0.2125,-0.08813681659164652,0.22160150693817837,0.3505103504468781,-0.021853615945544726,-0.02386188097929455,0.2300114413109064,0.2532087093618859,0.12600364926549537,0.09500864081586798,97121.18515012677,97224.53300003716,0.2125,-0.0967806501705859,0.8608052757013811,0.8608052757013811,0.2125,-0.08813681659164652,0.22160150693817837,0.22160150693817837,-0.021853615945544726,-0.021853615945544726,0.2300114413109064,0.2300114413109064,0.12600364926549537,0.11537864926549538,97121.18515012677,97368.87834704961,0.5,-0.0967806501705859,0.8608052757013811,0.841060046550232,0.5,-0.08813681659164652,0.22160150693817837,0.3505103504468781,-0.05142027281304641,-0.05614560230422247,0.5412033913197798,0.595785198498555,0.2964791747423421,0.22354974309615994,93256.7006530401,93462.53337805218,0.5,-0.0967806501705859,0.8608052757013811,0.8608052757013811,0.5,-0.08813681659164652,0.22160150693817837,0.22160150693817837,-0.05142027281304641,-0.05142027281304641,0.5412033913197798,0.5412033913197798,0.2964791747423421,0.27147917474234207,93256.7006530401,93815.32493531053
2008-07-31,45.459999084472656,0.006420210920591085,0.007385404646942152,0.9365950349357456,0.19322733070470285,-0.1124561108737786,0.08565202567412311,0.04910641855929576,-0.16156252943307436,0.003779902384510391,0.1921372361900821,2.4267770567801895e-05,0.0012335615820397538,90524.41645593598,92242.6017896503,0.2,0.12,0.10738540464694216,0.1,0.1037799023845104,0.0006662888626269105,91512.3055510941,0.1,0.05,0.05,0.2,0.15,126.83000183105467,-0.008985790715066555,0.007599869894666492,0.9839495317128755,0.20286980225830828,-0.13254910056012215,0.055630107112761173,0.032084362676237044,-0.1646334632363592,0.0069139588708043076,0.20213743386507144,-6.212738742562539e-05,-0.0018163646763921387,95943.28755387248,94557.05840462963,0.2,0.08,0.1075998698946665,0.1,0.10691395887080431,-0.0009607064589322809,96018.98811735705,0.1,0.05,0.05,0.2,0.15,0.2125,0.006420210920591085,0.003779902384510391,0.1921372361900821,0.2125,-0.008985790715066555,0.0069139588708043076,0.20213743386507144,-8.045168582287493e-06,-0.00012384565754988176,0.0022724455167543733,0.08378336738672013,0.227738995794152,0.16942534197516576,97120.40379381932,97212.4921638178,0.2125,0.006420210920591085,0.003779902384510391,0.1037799023845104,0.2125,-0.008985790715066555,0.0069139588708043076,0.10691395887080431,-8.045168582287493e-06,-6.256373921489122e-05,0.0022724455167543733,0.044772445516754376,0.227738995794152,0.185238995794152,97120.40379381932,97362.78658593706,0.5,0.006420210920591085,0.003779902384510391,0.1921372361900821,0.5,-0.008985790715066555,0.0069139588708043076,0.20213743386507144,-1.8929808428911746e-05,-0.00029140154717619243,0.0053469306276573494,0.19713733502757677,0.5358564606921223,0.39864786347097825,93254.93532156202,93435.2982512228,0.5,0.006420210920591085,0.003779902384510391,0.1037799023845104,0.5,-0.008985790715066555,0.0069139588708043076,0.10691395887080431,-1.8929808428911746e-05,-0.00014720879815268524,0.0053469306276573494,0.10534693062765735,0.5358564606921223,0.43585646069212236,93254.93532156202,93801.5144940785
2008-08-31,46.119998931884766,0.014518254744917858,0.20132169405849654,0.9222186606166185,0.345501087370121,-0.099570522594149,0.07408947910917485,0.04880232574954446,-0.14837284834369346,0.007385404646942152,0.19322733070470285,0.00010722318605860629,0.0028053236108513645,90534.12277228448,92501.37213837716,0.2,0.12,0.2513216940584965,0.05,0.10738540464694216,0.001559048660550392,91654.97768848742,0.1,0.05,0.05,0.2,0.15,128.7899932861328,0.015453689401415893,0.0251374055089628,0.9782169801198861,0.21575332043114748,-0.11914378378919932,0.049967513886923554,0.033040246002050244,-0.15218402979124956,0.007599869894666492,0.20286980225830828,0.0001174460288433473,0.0031350869130265567,95954.55571198984,94853.50300096828,0.2,0.08,0.1251374055089628,0.1,0.1075998698946665,0.0016628149689849366,96178.64992810538,0.1,0.05,0.05,0.2,0.15,0.2125,0.014518254744917858,0.007385404646942152,0.19322733070470285,0.2125,0.015453689401415893,0.007599869894666492,0.20286980225830828,4.774220816666513e-05,0.001262337236324058,0.003184370840091837,0.08417064075463987,0.0009119253233374634,0.00038727336791973823,97125.04053635447,97335.20711251204,0.2125,0.014518254744917858,0.007385404646942152,0.10738540464694216,0.2125,0.015453689401415893,0.007599869894666492,0.1075998698946665,4.774220816666513e-05,0.0006846460212762574,0.003184370840091837,0.04568437084009184,0.0009119253233374634,0.0009119253233374623,97125.04053635447,97429.44563039349,0.5,0.014518254744917858,0.007385404646942152,0.19322733070470285,0.5,0.015453689401415893,0.007599869894666492,0.20286980225830828,0.00011233460745097679,0.0029702052619389606,0.007492637270804322,0.19804856648150557,0.002145706643146973,0.0009112314539287958,93265.41107811422,93712.82026573941,0.5,0.014518254744917858,0.007385404646942152,0.10738540464694216,0.5,0.015453689401415893,0.007599869894666492,0.1075998698946665,0.00011233460745097679,0.0016109318147676643,0.007492637270804322,0.10749263727080433,0.002145706643146973,0.0021457066431469704,93265.41107811422,93952.6223380504
2008-09-30,38.90999984741211,-0.1563312933966282,0.0,0.992099935941221,0.19841998718824422,-0.2403358274094557,0.0667301631436843,0.04964135114698509,-0.2899771785564408,0.20132169405849654,0.345501087370121,-0.03147288082096505,-0.05401263185851246,87684.75311604176,87505.12957865975,0.2,0.12,0.15,0.2,0.2513216940584965,-0.03928944549079645,88053.90443863542,0.1,0.05,0.05,0.2,0.15,115.98999786376952,-0.09938656797601919,0.0,0.9977139247541993,0.19954278495083988,-0.2066890599987331,0.04890117982241482,0.036456144238179666,-0.24314520423691277,0.0251374055089628,0.21575332043114748,-0.0024983204613572905,-0.021442982047082088,95714.83048209413,92819.56103901568,0.2,0.08,0.15,0.15000000000000002,0.1251374055089628,-0.01243697725895921,94982.47824615215,0.1,0.05,0.05,0.2,0.15,0.2125,-0.1563312933966282,0.20132169405849654,0.345501087370121,0.2125,-0.09938656797601919,0.0251374055089628,0.21575332043114748,-0.007218880272493496,-0.016034317954938843,0.0481225586580851,0.11926656165776954,0.04493818781799327,0.03509592090312968,96423.90649726144,95774.5034534602,0.2125,-0.1563312933966282,0.20132169405849654,0.2513216940584965,0.2125,-0.09938656797601919,0.0251374055089628,0.1251374055089628,-0.007218880272493496,-0.010991864834323076,0.0481225586580851,0.07999755865808511,0.04493818781799327,0.034313187817993265,96423.90649726144,96358.51433314117,0.5,-0.1563312933966282,0.20132169405849654,0.345501087370121,0.5,-0.09938656797601919,0.0251374055089628,0.21575332043114748,-0.01698560064116117,-0.037727806952797274,0.11322954978372966,0.2806272039006342,0.10573691251292534,0.08257863741912866,91681.24205190765,90177.2410737514,0.5,-0.1563312933966282,0.20132169405849654,0.2513216940584965,0.5,-0.09938656797601919,0.0251374055089628,0.1251374055089628,-0.01698560064116117,-0.02586321137487783,0.11322954978372966,0.18822954978372966,0.10573691251292534,0.08073691251292534,91681.24205190765,91522.70580729733
2008-10-31,32.88999938964844,-0.1547160236795544,0.0,0.998467209249267,0.1996934418498534,-0.3578680475244834,0.03716928892838678,0.030879825574667397,-0.3887478730991508,0.0,0.19841998718824422,-0.0,-0.03069875143631327,87684.75311604176,84818.83135632209,0.2,0.12,0.15,0.2,0.15,-0.023207403551933157,86010.40194400464,0.1,0.05,0.05,0.2,0.15,96.83000183105467,-0.16518662286051855,0.0,0.9998850883720025,0.19997701767440051,-0.33773341505584586,0.030214245892853375,0.025115875303244328,-0.3628492903590902,0.0,0.19954278495083988,-0.0,-0.03296179876221195,95714.83048209413,89760.0613468508,0.2,0.08,0.15,0.2,0.15,-0.024777993429077782,92629.00302429145,0.1,0.05,0.05,0.2,0.15,0.2125,-0.1547160236795544,0.0,0.19841998718824422,0.2125,-0.16518662286051855,0.0,0.19954278495083988,0.0,-0.013527866917186607,0.0,0.08456708907955537,0.0481225586580851,0.03469947257821418,96423.90649726144,94478.87871668216,0.2125,-0.1547160236795544,0.0,0.15,0.2125,-0.16518662286051855,0.0,0.15,0.0,-0.010196896858464824,0.0,0.06375,0.0481225586580851,0.026814161316775918,96423.90649726144,95375.95650105122,0.5,-0.1547160236795544,0.0,0.19841998718824422,0.5,-0.16518662286051855,0.0,0.19954278495083988,0.0,-0.03183027509926261,0.0,0.19898138606954205,0.11322954978372966,0.08164581783109218,91681.24205190765,87306.87468268137,0.5,-0.1547160236795544,0.0,0.15,0.5,-0.16518662286051855,0.0,0.15,0.0,-0.02399269849050547,0.0,0.15,0.11322954978372966,0.06309214427476686,91681.24205190765,89326.82912182761
